372.56,123.52,0.0090267,6.2535,-0.097102,3.8109,0.0002354,1.0374
424.06,97.219,-0.016402,8.8195,-0.055632,5.2927,-0.00018107,2.3922
421.81,107.25,-0.0034002,7.8564,-0.061395,5.8029,-0.00012318,2.3624
387.08,99.782,0.0011616,6.6034,-0.05164,4.4983,1.7852e-06,1.289
395.95,97.116,-0.029573,6.6185,-0.054986,4.5489,3.1933e-06,1.1848
365.43,117.89,-0.0089446,4.2058,-0.0039481,3.5389,-3.4571e-05,0.34938
389.17,130.2,-0.05067,7.9681,-0.044473,5.3847,-0.00022591,2.2972
401.85,108.42,0.00024144,6.3535,-0.035492,3.9556,-1.0721e-05,1.4368
400.45,104.68,-0.0020642,6.8358,-0.038869,4.7452,-2.9567e-05,1.9308
396.29,136.82,0.025026,5.4644,-0.069781,4.7527,6.5678e-06,0.85934
333.05,145.75,0.010656,8.4293,-0.085505,4.6974,0.0020013,1.8705
353.22,102.81,-0.0044171,7.0393,-0.083878,5.1326,4.9746e-06,1.3581
392.13,91.589,0.043495,6.6035,-0.035822,5.0286,7.6678e-05,1.2595
377.03,128.83,0.014551,9.2025,-0.03436,5.4328,-5.0284e-06,1.7398
393.05,130.29,-0.00018846,7.0722,-0.049386,4.1523,-4.5056e-07,1.1056
341.39,159.37,-0.0015654,4.807,-0.075415,3.3885,1.3852e-05,0.79928
428.86,101.28,-0.0062709,8.1007,-0.00059111,5.6558,-3.16e-05,2.3755
423.64,103.19,0.010942,8.7594,-0.077743,4.3981,8.8725e-06,2.0138
426.5,95.124,-0.00036776,10.687,-0.05892,5.4301,-0.0038168,3.8634
418.01,100.82,-0.015331,11.082,-0.070587,4.7886,0.00036423,3.1926
423.48,110.16,-0.0027465,11.937,0.007707,6.3049,-0.0058641,3.9567
385.16,122.86,-0.011655,13.002,-0.068034,7.1633,-0.00032264,3.9877
418.08,99.379,0.014482,10.296,-0.017275,6.2588,-0.001544,2.8585
425.64,87.621,-0.0039479,9.715,-0.045886,6.8212,-0.0021119,3.9285
413.05,102.48,0.013929,8.7861,-0.050427,5.5276,-8.8731e-05,2.7821
412.22,105.15,0.0016237,8.9638,-0.052318,5.3834,-0.003762,3.2895
408.09,107.7,-0.0079889,10.32,-0.076301,5.0335,-0.0028424,2.8434
398.42,112.64,-0.0388,11.356,-0.10919,5.4893,0.0032285,2.9373
440.59,80.891,-0.011582,9.7893,0.0073539,6.3279,0.00057457,3.0014
404.8,116.83,-0.0024074,8.0122,-0.0036123,4.3946,-0.0017848,1.8807
400.78,124.51,-0.0091602,8.4795,-0.054737,4.082,0.0010391,2.0615
439.25,97.735,-0.00079242,10.369,-0.047033,6.7659,-3.4666e-05,2.6675
402.67,115.58,0.0016607,5.2064,-0.063199,3.2574,-3.0872e-06,0.56725
410.43,117.89,-0.013835,8.6804,-0.0093188,5.1575,-0.0029376,2.4354
356.3,140.72,-0.0053647,11.669,-0.087845,6.1114,0.0039571,3.2507
430.56,108.31,0.043931,10.939,0.0025859,4.4355,-0.0013668,2.3197
427.78,108.76,0.023296,9.3527,0.025965,6.0616,0.0038725,3.1009
423.22,103.1,0.0077609,10.182,-0.028803,5.3182,-0.0047306,3.0804
422.6,102.94,0.00023643,8.8743,-0.0050068,5.5372,-0.0018496,2.7903
407.84,122.98,-0.0038691,9.0732,-0.02259,5.5842,0.0013978,2.7566
407.53,113.87,0.00063177,9.438,-0.052542,4.6578,-0.0030612,2.6394
458.99,81.294,0.013963,7.2052,-0.055172,4.6691,-0.00096409,2.2755
415.21,102.59,-0.0037744,7.5598,-0.025789,3.1059,0.00098567,1.838
402.59,113.64,0.0089802,10.178,0.0043585,6.1455,-0.0028463,3.1265
382.43,141.35,0.0026095,8.4817,-0.078087,4.1241,-0.00060597,2.3525
448.82,88.41,-0.014796,15.615,-0.02992,7.0183,-0.0017584,4.9806
420.32,117.62,-0.012615,8.54,0.0025801,5.36,0.0003737,2.5511
353.76,122.36,-0.0066999,7.8837,-0.1242,3.6949,-0.001672,1.9818
411.65,107.95,-0.0060698,7.5921,-0.071273,3.6174,-0.0010399,2.157
357.44,144.01,0.032468,7.8349,-0.13415,4.1183,0.00013697,1.3603
400.95,126.13,0.11272,10.994,-0.0026224,5.338,0.00056318,2.4421
400.47,120.05,-0.0039436,6.8612,-0.056671,3.3806,0.0014258,1.9383
401.42,114.56,-0.034629,7.8349,-0.032708,4.6311,0.0023608,2.6815
457.52,61.476,-0.0049805,3.3519,-0.056478,1.8711,-4.1184e-06,0.46526
449.75,74.272,-0.00062992,2.5931,-0.040372,1.4925,-5.3913e-05,0.35257
414.57,122.22,0.00034675,7.1136,-0.00065277,5.3565,0.0011361,2.8334
426.95,106.09,-0.029501,8.2555,-0.070205,4.3806,0.00097745,2.6485
432.43,84.46,-0.023905,6.9489,-0.021419,4.2807,-6.1462e-07,1.3001
398.38,119,0.0016256,8.4818,-0.043518,4.4772,-4.0952e-06,1.2558
433.87,93.062,-0.0016381,4.2944,-0.04258,2.2689,7.4539e-06,0.35025
394.86,89.318,0.037637,8.8753,-0.048168,4.7975,-0.00098857,2.0498
